	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX7747533	5826508	4817472	675	369032	0	0	0	0	0	0	0	0	0	449075	183668	6586	82.68197692	5826508	5457476	93.67	369032	6.33	SRX7747533_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5826508	0	21-100	61	37.25944646	99.44455272	pass	pass	0	pass	fail	warn	pass	warn	fail	warn	pass	5826589	1460943	5826589	582658900	74922	580541037	0.363482477	0.276	0.2778	0.4461	0	0
SRX7747534	6756077	5592202	695	386016	0	0	0	0	0	0	0	0	0	553726	215550	7888	82.77291689	6756077	6370061	94.29	386016	5.71	SRX7747534_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6756077	0	20-100	60	35.00214194	99.44052118	pass	pass	0	pass	fail	warn	pass	warn	fail	warn	pass	6756151	1700637	6756151	675615100	84667	673127636	0.36817768	0.2836	0.2803	0.4361	0	0
SRX7747535	6689534	5624457	480	290499	0	0	0	0	0	0	0	0	0	551076	214975	8047	84.07845748	6689534	6399035	95.66	290499	4.34	SRX7747535_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6689534	0	20-100	60	35.11405947	99.44170401	pass	pass	0	pass	fail	warn	pass	warn	fail	warn	pass	6689616	1681477	6689616	668961600	83601	666505675	0.367124959	0.2823	0.2819	0.4359	0	0
SRX7747536	6689537	5611705	627	306266	0	0	0	0	0	0	0	0	0	549696	213304	7939	83.88779373	6689537	6383271	95.42	306266	4.58	SRX7747536_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6689537	0	20-100	60	38.41535204	99.3874168	pass	pass	0	pass	fail	warn	pass	warn	fail	warn	pass	6689616	1680107	6689616	668961600	354551	666213875	0.410744802	0.2856	0.2792	0.4352	0	0
SRX801088	6765126	5239472	23559	209890	0	0	0	0	20272	0	0	0	0	990492	275205	6236	77.44825447	6765126	6555236	96.9	209890	3.1	SRX801088_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6765126	0	18-90	59	23.93547604	87.87238966	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6766947	2671634	6766947	609025230	13152950	592194719	2.763516218	0	0	0.4095	0.3047	0.2858
SRX801089	6724498	5018442	299420	173888	0	0	0	0	19611	0	0	0	0	967619	235894	9624	74.6292437	6724498	6550610	97.41	173888	2.59	SRX801089_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6724498	0	20-90	59	24.35148463	87.47559357	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6727024	1676004	6727024	605432160	9295718	593834119	1.915663185	0	0	0.4108	0.3155	0.2736
SRX801090	6389442	4774200	187314	315706	0	0	0	0	17755	0	0	0	0	829731	250353	14383	74.72013988	6389442	6073736	95.06	315706	4.94	SRX801090_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6389442	0	20-90	59	25.92895057	88.01691259	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	6391845	1599233	6391845	575266050	8934349	564141771	1.933762474	0	0	0.398	0.319	0.2829
SRX801091	6467303	5155056	16795	170513	0	0	0	0	17267	0	0	0	0	816796	272253	18623	79.70951724	6467303	6296790	97.36	170513	2.64	SRX801091_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6467303	0	20-90	59	23.55593586	87.98518517	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	6469769	1590565	6469769	582279210	13044808	567072224	2.611631283	0	0	0.3879	0.3175	0.2946
SRX801092	6673658	5193359	96825	270569	0	0	0	0	28569	0	0	0	0	786364	288205	9767	77.81877645	6673658	6403089	95.95	270569	4.05	SRX801092_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6673658	0	18-90	59	23.32426489	87.8609674	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	6675381	2097596	6675381	600784290	9397030	588295305	2.078780222	0	0	0.4026	0.3127	0.2847
SRX801093	6920857	4815419	183706	326591	0	0	0	0	25758	0	0	0	0	1298457	254523	16403	69.57836291	6920857	6594266	95.28	326591	4.72	SRX801093_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6920857	0	20-90	59	22.8620365	87.43669028	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6923620	1674857	6923620	623125800	13920895	606891900	2.605236374	0	0	0.3802	0.3275	0.2923
SRX8245718	9011288	5608918	69496	274488	0	0	0	0	166528	0	0	0	0	2362940	274407	254511	62.24324425	9011288	8736800	96.95	274488	3.05	SRX8245718_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9011288	0	20-40	56	22.93430866	39.43657111	pass	pass	0	pass	fail	pass	pass	warn	fail	warn	pass	9040990	873124	9040990	358270990	1625068	355587592	0.748985565	0	0	0.3611	0.0447	0.5943
SRX8245719	9014301	5491453	154639	277095	0	0	0	0	129429	0	0	0	0	2476336	269135	216214	60.91934361	9014301	8737206	96.93	277095	3.07	SRX8245719_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9014301	0	20-40	58	22.89089336	39.60396874	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	9044936	845255	9044936	358474092	1658993	355788764	0.749099603	0	0	0.3692	0.0408	0.59
SRX8245720	13055617	8547329	728557	196588	0	0	0	0	514329	0	0	0	0	2090784	462137	515893	65.46859486	13055617	12859029	98.49	196588	1.51	SRX8245720_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13055617	0	20-40	56	16.03750072	39.57457039	pass	pass	0	pass	fail	pass	pass	warn	fail	warn	pass	13080210	3648093	13080210	523208400	1435695	516887101	1.208179953	0	0	0.4262	0.0383	0.5355
SRX8245721	11892428	7475228	1243688	127861	0	0	0	0	385039	0	0	0	0	1785242	400566	474804	62.85703811	11892428	11764567	98.92	127861	1.08	SRX8245721_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11892428	0	20-40	56	16.94993541	39.57187195	pass	pass	0	pass	fail	pass	pass	warn	fail	warn	pass	11907587	3393998	11907587	476303480	1016466	470733528	1.169412409	0	0	0.4425	0.036	0.5215
SRX8245722	9330258	4296650	53767	243192	0	0	0	0	52823	0	0	0	0	4244914	271723	167189	46.05070942	9330258	9087066	97.39	243192	2.61	SRX8245722_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9330258	0	20-40	57	19.17650845	39.61537184	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	9364377	461404	9364377	371860494	343586	370969724	0.239544134	0	0	0.2714	0.0406	0.688
SRX8245723	8656842	5282307	101388	197711	0	0	0	0	129476	0	0	0	0	2532626	213253	200081	61.01886808	8656842	8459131	97.72	197711	2.28	SRX8245723_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8656842	0	20-40	56	22.4577099	39.4591299	pass	pass	0	pass	fail	pass	pass	warn	fail	fail	pass	8682820	783441	8682820	344158133	1440174	341768734	0.694273583	0	0	0.3424	0.0385	0.6191
SRX8245724	10047107	6396580	148710	257592	0	0	0	0	187623	0	0	0	0	2544859	253344	258399	63.6658891	10047107	9789515	97.44	257592	2.56	SRX8245724_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10047107	0	20-40	58	21.62583678	39.60489293	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	10079456	920531	10079456	399521326	1777912	396629955	0.723708801	0	0	0.3779	0.0373	0.5848
SRX8245725	8932468	5694739	54790	235122	0	0	0	0	143730	0	0	0	0	2324791	240580	238716	63.75325386	8932468	8697346	97.37	235122	2.63	SRX8245725_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8932468	0	20-40	57	22.66814398	39.44970281	pass	pass	0	pass	fail	pass	pass	warn	fail	fail	pass	8961587	443601	8961587	355729062	287059	354903434	0.232094616	0	0	0.3561	0.0381	0.6058
SRX8245726	12604718	7879214	338384	211743	0	0	0	0	529249	0	0	0	0	2597591	508748	539789	62.51003791	12604718	12392975	98.32	211743	1.68	SRX8245726_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12604718	0	20-40	57	15.86935824	39.65935549	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	12632465	2954436	12632465	505298600	387210	500993105	0.85206945	0	0	0.3718	0.0451	0.5831
SRX8245727	12520217	7790884	506425	215026	0	0	0	0	603327	0	0	0	0	2334816	516959	552780	62.22642946	12520217	12305191	98.28	215026	1.72	SRX8245727_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12520217	0	20-40	57	17.49368006	39.65734851	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	12548024	3494655	12548024	501920960	1529711	495706953	1.23804493	0	0	0.3895	0.0424	0.568
SRX8245728	11548123	8217026	484252	181942	0	0	0	0	382724	0	0	0	0	1243873	416390	621916	71.15464565	11548123	11366181	98.42	181942	1.58	SRX8245728_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11548123	0	20-40	56	15.53646217	39.56267664	pass	pass	0	pass	fail	pass	pass	warn	fail	warn	pass	11573097	2769147	11573097	462923880	451128	458762374	0.898961186	0	0	0.3977	0.0347	0.5676
SRX8245729	12783874	8024123	1414800	198044	0	0	0	0	620729	0	0	0	0	1442227	434199	649752	62.76753823	12783874	12585830	98.45	198044	1.55	SRX8245729_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12783874	0	20-40	57	15.89757605	39.64276752	pass	pass	0	pass	fail	pass	pass	warn	fail	warn	pass	12805800	3130968	12805800	512232000	399304	507655065	0.893527737	0	0	0.4286	0.0361	0.5353
SRX8245730	14169045	9292438	634417	223752	0	0	0	0	647145	0	0	0	0	2174152	549852	647289	65.58266983	14169045	13945293	98.42	223752	1.58	SRX8245730_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14169045	0	20-40	57	17.55178003	39.65279085	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	14196248	4000250	14196248	567849920	1549594	560918888	1.220574619	0	0	0.4046	0.0411	0.5543
SRX8245731	12351310	8044011	547532	201494	0	0	0	0	730332	0	0	0	0	1725282	482489	620170	65.12678412	12351310	12149816	98.37	201494	1.63	SRX8245731_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12351310	0	20-40	56	16.8909837	39.56839777	pass	pass	0	pass	fail	pass	pass	warn	fail	warn	pass	12375023	2962137	12375023	495000920	404444	490646310	0.879717557	0	0	0.3977	0.0395	0.5627
SRX8245732	10926395	7462090	714856	153211	0	0	0	0	483415	0	0	0	0	1181975	392360	538488	68.2941629	10926395	10773184	98.6	153211	1.4	SRX8245732_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10926395	0	20-40	56	17.8846349	39.57330199	pass	pass	0	pass	fail	pass	pass	warn	fail	warn	pass	10945503	2618975	10945503	437820120	337582	433977346	0.877706123	0	0	0.416	0.0384	0.5456
SRX8245733	12019282	8098360	664533	180618	0	0	0	0	574329	0	0	0	0	1468778	435019	597645	67.37806801	12019282	11838664	98.5	180618	1.5	SRX8245733_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12019282	0	20-40	58	19.67273196	39.65245911	pass	pass	0	pass	fail	pass	pass	warn	fail	warn	pass	12043970	2856242	12043970	481758800	365485	477570569	0.869362635	0	0	0.4068	0.041	0.5523
